"DISPLAY_ID","DISPLAY_TYPE_ID","DISPLAY_LOCATION_ID","ROTATION_SET_ID","DESCRIPTION_CODE","LOCALE","CREATED_BY","CREATION_DATE","LAST_UPDATED_BY","LAST_UPDATE_DATE","VERSION","SHOW_UNASSIGNED_YN"
1220,1,1192,802,"courtroom_16_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1221,1,1193,802,"courtroom_17_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1222,1,1194,802,"courtroom_18_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1223,1,1195,802,"courtroom_19_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1224,1,1196,802,"courtroom_20_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1225,2,1197,807,"e_v_plasma_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1226,3,1198,801,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1227,1,1199,804,"jl_ab_18in_display_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1228,1,1199,804,"jl_ab_18in_display_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1229,1,1200,804,"jury_lounge_18in_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1230,1,1200,804,"jury_lounge_18in_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1231,2,1201,806,"nwcwa_plasma_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1232,1,1202,805,"police_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1233,1,1203,805,"ps_sec_off_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1234,1,1204,805,"public_rest_18in_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1235,1,1204,809,"witness_42in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1236,2,1205,808,"reception_42_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1237,1,1206,805,"witness_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1238,2,1206,809,"witness_42in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1184,6,1157,643,"court_2_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1185,6,1158,643,"court_3_d5_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
1186,6,1159,646,"barristers_robing_d6_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1187,3,1160,648,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
684,2,657,452,"main_reception_d1_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
685,6,658,443,"advocates_dining_d6_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
686,2,659,434,"public_dining_d7_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
687,6,660,434,"witness_service_d9_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
688,6,661,441,"court_1_d2_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
689,6,662,441,"court_2_d3_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
690,6,663,441,"court_3_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
691,6,664,441,"court_4_d5_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
692,6,665,441,"court_5_d10_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
693,6,666,441,"court_6_d11_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
694,6,667,441,"court_7_d12_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
695,6,668,441,"court_8_d13_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
696,2,669,436,"jury_assembly_d8_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
697,3,670,440,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1,1,1,7,"courtroom_1_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
2,1,2,7,"courtroom_2_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
3,1,3,2,"courtroom_3_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
4,1,4,2,"courtroom_4_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
5,1,5,2,"courtroom_5_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
6,1,6,2,"courtroom_6_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
7,1,7,2,"courtroom_7_display","enGB","XHIBIT",01-APR-09 15:26:04,"wisem",01-APR-09 15:26:04,1,"Y"
8,1,8,2,"courtroom_8_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
9,1,9,2,"courtroom_9_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
10,1,10,2,"courtroom_10_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
11,1,11,2,"courtroom_11_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
12,1,12,2,"courtroom_12_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
13,1,13,2,"courtroom_13_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
14,1,14,2,"courtroom_14_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
15,1,15,2,"courtroom_15_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
16,1,16,2,"courtroom_16_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
17,1,17,2,"courtroom_17_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
18,1,18,2,"courtroom_18_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
19,1,19,2,"courtroom_19_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
20,1,20,2,"courtroom_20_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
21,2,21,5,"e_v_plasma_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
22,2,22,23,"reception_42_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
23,1,23,1,"public_rest_18in_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
24,1,23,1,"public_rest_18in_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
25,1,24,3,"jury_lounge_18in_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
26,1,24,3,"jury_lounge_18in_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
27,1,25,1,"witness_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
28,1,26,1,"police_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
29,1,27,1,"ps_sec_off_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
30,2,28,5,"nwcwa_plasma_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
31,1,29,1,"b_a_s_r_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
32,2,29,1,"b_a_s_r_42in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
33,1,30,3,"jl_ab_18in_display_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
34,1,30,3,"jl_ab_18in_display_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
35,3,31,7,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
41,1,32,9,"courtroom_1_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
42,1,33,9,"courtroom_2_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
43,1,34,9,"courtroom_3_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
44,1,35,9,"courtroom_4_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
45,1,36,9,"courtroom_5_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
46,1,37,9,"courtroom_6_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
47,1,38,9,"courtroom_7_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
48,1,39,9,"courtroom_8_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
49,1,40,9,"courtroom_9_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
50,1,41,9,"courtroom_10_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
51,2,42,11,"e_v_plasma_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
52,2,43,13,"reception_42_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
53,1,44,8,"public_rest_18in_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
54,1,44,8,"public_rest_18in_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
55,1,45,10,"jury_lounge_18in_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
56,1,45,10,"jury_lounge_18in_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
57,1,46,8,"witness_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
58,1,47,8,"police_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
59,1,48,8,"ps_sec_off_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
60,2,49,12,"nwcwa_plasma_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
61,1,50,8,"b_a_s_r_18in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
62,2,50,8,"b_a_s_r_42in_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
63,1,51,10,"jl_ab_18in_display_1","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
64,1,51,10,"jl_ab_18in_display_2","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
65,3,52,14,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
71,1,53,16,"courtroom_1_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
72,1,54,16,"courtroom_2_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
73,1,55,16,"courtroom_3_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
74,1,56,16,"courtroom_4_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
75,1,57,16,"courtroom_5_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
76,1,58,16,"courtroom_6_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
77,1,59,16,"courtroom_7_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
78,1,60,16,"courtroom_8_display","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
732,2,705,463,"reception_d1_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
733,6,706,500,"public_dining_d2_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
734,6,707,503,"advocates_dining_d9_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
735,6,708,500,"witness_service_d12_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
736,6,709,500,"defence_witness_d16_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
737,6,710,500,"public_dining_2_d18_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
738,6,711,466,"court_1_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
739,6,712,461,"court_2_d5_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
926,6,899,571,"public_dining_d5_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
927,6,900,571,"witness_waiting_d8_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
928,6,901,546,"court_room_1_d1_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
929,6,902,546,"court_room_2_d2_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
930,6,903,546,"court_room_3_d3_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
931,6,904,547,"jury_assembly_d6_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
932,6,905,571,"barristers_suite_d7_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
933,3,906,551,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1158,6,1131,772,"jury_assembly_d1_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1159,2,1132,772,"court_waiting_d2_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
1160,3,1133,772,"v_i_p","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
116,6,90,46,"central_hall_court_1_104_d1_19","enGB","XHIBIT",01-APR-09 15:26:04,"bcp34k",01-APR-09 15:26:04,1,"Y"
117,6,91,46,"central_hall_court_2_104_d2_19","enGB","XHIBIT",01-APR-09 15:26:04,"bcp34k",01-APR-09 15:26:04,1,"Y"
118,6,92,42,"jury_reception_214_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
119,6,93,57,"witness_protection_wtng_d3_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
120,6,94,57,"barristers_robing_room_d5_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
208,2,181,128,"public_dinning_d1_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
209,2,182,110,"witness_support_d5_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
210,2,183,129,"barristers_lounge_robing_d8_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
211,6,184,112,"court_2_d3_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
212,6,185,112,"court_1_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
213,6,186,130,"court_3_d6_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
214,6,187,130,"court_4_d7_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
215,6,188,130,"court_5_d9_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
216,6,189,130,"court_6_d10_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
217,6,190,130,"court_7_d11_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
218,6,191,130,"court_8_d12_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
219,6,192,130,"court_9_d13_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
220,6,193,130,"court_10_d14_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
221,2,194,110,"jury_lounge_d2_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
222,2,195,109,"arrival_meeting_area_d15_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
223,3,196,112,"vip","engb","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
175,2,149,113,"public_dining_d1_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
176,6,150,103,"advocates_dining_d2_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
177,6,151,91,"jury_dinning_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
178,6,152,95,"court_1_d5_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
719,2,692,453,"reception_d3_42","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
720,6,693,492,"public_canteen_d9_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"Y"
721,6,694,488,"court_2_d1_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
722,6,695,459,"court_1_d2_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
723,6,696,488,"court_5_d4_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
724,6,697,488,"court_3_d6_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
725,6,698,488,"court_6_d7_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
726,6,699,488,"court_7_d8_19","enGB","XHIBIT",01-APR-09 15:26:04,"XHIBIT",01-APR-09 15:26:04,1,"N"
