"ROTATION_SET_ID","COURT_ID","DESCRIPTION","DEFAULT_YN","CREATED_BY","CREATION_DATE","LAST_UPDATED_BY","LAST_UPDATE_DATE","VERSION"
796,80,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
797,80,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
798,80,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
799,80,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
777,77,"All Lists (Oxford)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
792,78,"Detail","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
56,5,"Court 2","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
86,9,"Advocates","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
130,12,"Court Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
179,18,"Court Room Matt","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
235,25,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
236,25,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
237,25,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
238,25,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
239,25,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
240,25,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
241,25,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
382,41,"All Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
521,54,"Fast Summary by Name","N","XHIBIT",01-APR-09 15:25:56,"scl31j",01-APR-09 15:25:56,1
663,56,"All Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
675,70,"Witness Waiting (10 secs)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
742,69,"All Lists Welsh","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
787,69,"Jury Room (10 secs)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
788,69,"Reception (10secs)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
789,69,"Witness Waiting (10 secs)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
294,31,"Leeds Barristers 2","N","XHIBIT",01-APR-09 15:25:56,"eco37w",01-APR-09 15:25:56,1
208,20,"Witness Support","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
293,31,"Leeds Public","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
385,37,"ground floor","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
386,41,"All Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
434,47,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
435,47,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
436,47,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
437,47,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
438,47,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
439,47,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
440,47,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
581,61,"Reception New","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
85,8,"All Case Status Only","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
269,28,"Barrister status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
178,18,"Reception","N","XHIBIT",01-APR-09 15:25:56,"scn77d",01-APR-09 15:25:56,1
488,49,"Courtrooms (slow - 10 secs)","N","XHIBIT",01-APR-09 15:25:56,"qco43k",01-APR-09 15:25:56,1
503,50,"Advocates dining","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
740,69,"Public View Welsh","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
234,24,"All Court Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
271,27,"All Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
80,6,"Name List Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
87,9,"Reception","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
1,1,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
2,1,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
3,1,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
4,1,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
5,1,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
6,1,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
7,1,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
8,2,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
9,2,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
10,2,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
11,2,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
12,2,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
13,2,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
14,2,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
15,3,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
16,3,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
17,3,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
18,3,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
19,3,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
20,3,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
21,3,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
79,6,"All Court Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
103,10,"Advocates","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
147,13,"JURY SAFE","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
177,18,"Canteen","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
460,50,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
210,21,"Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
451,44,"Advocate 1","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
461,50,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
462,50,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
463,50,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
464,50,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
465,50,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
466,50,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
760,78,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
761,78,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
762,78,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
763,78,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
764,78,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
765,78,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
766,78,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
157,15,"Lancaster Court","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
649,66,"Jury Room - new","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
743,73,"Robing room","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
81,6,"Quick courtroom","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
297,31,"all case status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
407,44,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
408,44,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
409,44,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
410,44,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
411,44,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
412,44,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
413,44,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
623,64,"Hove all case","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
639,66,"Solicitors' & Barristers' Rooms - quicker","N","XHIBIT",01-APR-09 15:25:56,"qco43k",01-APR-09 15:25:56,1
673,70,"Reception (10secs)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
674,70,"Jury Room (10 secs)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
734,57,"Jury Roon Welsh","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
741,69,"Jury Room Welsh","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
776,77,"Status (Oxford)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
175,18,"Robing Room","N","XHIBIT",01-APR-09 15:25:56,"scn77d",01-APR-09 15:25:56,1
198,19,"WIT1","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
323,33,"Public View 2","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
361,39,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
362,39,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
363,39,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
364,39,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
365,39,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
366,39,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
367,39,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
310,33,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
311,33,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
312,33,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
313,33,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
728,75,"All Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
141,14,"Jury Assembly","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
156,15,"Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
368,40,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
369,40,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
370,40,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
371,40,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
372,40,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
373,40,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
374,40,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
390,40,"Witness waiting room","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
167,18,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
168,18,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
169,18,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
170,18,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
171,18,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
172,18,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
173,18,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
180,17,"Public View Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
348,37,"Case Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
655,70,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
656,70,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
657,70,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
658,70,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
659,70,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
660,70,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
661,70,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
721,55,"Summary by name Cardiff","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
331,36,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
332,36,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
333,36,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
334,36,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
335,36,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
336,36,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
337,36,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
537,36,"Quick Summary by name","N","XHIBIT",01-APR-09 15:25:56,"scw48e",01-APR-09 15:25:56,1
609,66,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
610,66,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
611,66,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
612,66,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
800,80,"GT1","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
613,66,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
614,66,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
615,66,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
672,71,"Witness Service","N","XHIBIT",01-APR-09 15:25:56,"vcy00j",01-APR-09 15:25:56,1
321,34,"Barristers 1","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
574,61,"Robing Room New","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
811,81,"NewOne","N","XHIBIT",08-JUN-09 17:55:42,"XHIBIT",08-JUN-09 17:55:42,1
715,74,"Southampton General","N","XHIBIT",01-APR-09 15:25:56,"rcm64k",01-APR-09 15:25:56,1
209,21,"Court Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
347,37,"general -plasma","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
389,40,"42"" Plasma","N","XHIBIT",01-APR-09 15:25:56,"acz32n",01-APR-09 15:25:56,1
492,49,"Canteen (new)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
643,69,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
638,65,"Court Room Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
642,69,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
644,69,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
645,69,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
646,69,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
647,69,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
648,69,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
664,56,"Public1","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
732,57,"Public View Welsh","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
774,77,"Court Room (Oxford)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
47,6,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
48,6,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
709,70,"Test","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
142,14,"Witness Room","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
155,15,"Court Sessions","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
444,48,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
445,48,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
446,48,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
447,48,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
448,48,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
449,48,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
450,48,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
580,58,"Newton St general","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
746,76,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
747,76,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
748,76,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
749,76,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
750,76,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
751,76,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
752,76,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
514,56,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
128,12,"All Court Status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
513,56,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
515,56,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
516,56,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
517,56,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
518,56,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
519,56,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
693,74,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
694,74,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
695,74,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
696,74,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
697,74,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
698,74,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
699,74,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
145,12,"Summary Slow","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
601,65,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
602,65,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
603,65,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
604,65,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
605,65,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
606,65,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
607,65,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
753,77,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
754,77,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
755,77,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
756,77,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
757,77,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
758,77,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
759,77,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
105,10,"Courtroom Quick","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
146,13,"Taunton Court","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
490,51,"All Case Status(Public)","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
557,61,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
558,61,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
559,61,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
560,61,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
561,61,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
562,61,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
563,61,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
