"CONFIGURED_PUBLIC_NOTICE_ID","IS_ACTIVE","COURT_ROOM_ID","PUBLIC_NOTICE_ID","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION"
9539,"0",8131,809,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9540,"0",8131,810,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9541,"0",8132,801,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9542,"0",8132,802,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9543,"0",8132,803,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9544,"0",8132,804,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9545,"0",8132,805,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9546,"0",8132,806,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9547,"0",8132,807,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9548,"0",8132,808,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9549,"0",8132,809,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9550,"0",8132,810,12-MAY-09 15:56:45,12-MAY-09 15:56:45,"XHIBIT","XHIBIT",1
9692,"0",8104,791,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9693,"0",8104,792,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9694,"0",8104,793,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9695,"0",8104,794,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9696,"0",8104,795,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9697,"0",8104,796,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9698,"0",8104,797,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9699,"0",8104,798,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9700,"0",8104,799,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9701,"1",8104,800,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9702,"0",8105,791,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9703,"0",8105,792,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9704,"0",8105,793,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9705,"0",8105,794,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9706,"0",8105,795,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9707,"0",8105,796,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9708,"0",8105,797,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9709,"0",8105,798,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9710,"0",8105,799,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9711,"0",8105,800,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9712,"0",8106,791,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9713,"0",8106,792,20-MAY-11 16:20:04,20-MAY-11 16:20:04,"XHIBIT","XHIBIT",1
9714,"0",8106,793,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9715,"0",8106,794,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9716,"0",8106,795,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9717,"0",8106,796,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9718,"0",8106,797,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9719,"0",8106,798,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9720,"0",8106,799,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9721,"0",8106,800,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9722,"0",8107,791,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9723,"0",8107,792,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9724,"0",8107,793,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9725,"0",8107,794,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9726,"0",8107,795,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9727,"0",8107,796,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9728,"0",8107,797,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9729,"0",8107,798,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9730,"0",8107,799,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9731,"0",8107,800,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9732,"0",8108,791,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9733,"0",8108,792,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9734,"0",8108,793,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9735,"0",8108,794,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9736,"0",8108,795,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9737,"0",8108,796,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9738,"0",8108,797,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9739,"0",8108,798,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9740,"0",8108,799,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9741,"0",8108,800,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9742,"0",8109,791,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9743,"0",8109,792,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9744,"0",8109,793,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9745,"0",8109,794,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9746,"0",8109,795,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9747,"0",8109,796,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9748,"0",8109,797,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9749,"0",8109,798,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9750,"0",8109,799,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9751,"0",8109,800,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9752,"0",8110,791,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9753,"0",8110,792,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9754,"0",8110,793,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9755,"0",8110,794,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
9756,"0",8110,795,20-MAY-11 16:20:05,20-MAY-11 16:20:05,"XHIBIT","XHIBIT",1
