"PUBLIC_NOTICE_ID","PUBLIC_NOTICE_DESC","COURT_ID","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION","DEFINITIVE_PN_ID"
547,"Reporting restrictions lifted.",55,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
548,"Please switch off mobile phones.",55,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
549,"Food and drink must not be consumed in the courtrooms.",55,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
550,"Bench warrant in progress.",55,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
711,"Reporting restrictions. For details please see Court Manager.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
712,"In chambers, no entry.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
713,"Members of the public are requested not to enter.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
714,"TV link in progress - please enter quietly.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
715,"Video being played - please enter quietly.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
716,"If you wish to enter, please do so quietly.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
717,"Reporting restrictions lifted.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
718,"Please switch off mobile phones.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
719,"Food and drink must not be consumed in the courtrooms.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
720,"Bench warrant in progress.",72,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
181,"Reporting restrictions. For details please see Court Manager.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
182,"In chambers, no entry.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
183,"Members of the public are requested not to enter.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
184,"TV link in progress - please enter quietly.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
185,"Video being played - please enter quietly.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
186,"If you wish to enter, please do so quietly.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
187,"Reporting restrictions lifted.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
188,"Please switch off mobile phones.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
189,"Food and drink must not be consumed in the courtrooms.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
190,"Bench warrant in progress.",19,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
191,"Reporting restrictions. For details please see Court Manager.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
192,"In chambers, no entry.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
193,"Members of the public are requested not to enter.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
194,"TV link in progress - please enter quietly.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
195,"Video being played - please enter quietly.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
196,"If you wish to enter, please do so quietly.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
197,"Reporting restrictions lifted.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
198,"Please switch off mobile phones.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
199,"Food and drink must not be consumed in the courtrooms.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
200,"Bench warrant in progress.",20,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
371,"Reporting restrictions. For details please see Court Manager.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
372,"In chambers, no entry.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
373,"Members of the public are requested not to enter.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
374,"TV link in progress - please enter quietly.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
375,"Video being played - please enter quietly.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
376,"If you wish to enter, please do so quietly.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
377,"Reporting restrictions lifted.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
378,"Please switch off mobile phones.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
379,"Food and drink must not be consumed in the courtrooms.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
380,"Bench warrant in progress.",38,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
121,"Reporting restrictions. For details please see Court Manager.",13,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
122,"In chambers, no entry.",13,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
123,"Members of the public are requested not to enter.",13,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
124,"TV link in progress - please enter quietly.",13,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
125,"Video being played - please enter quietly.",13,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
134,"TV link in progress - please enter quietly.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
135,"Video being played - please enter quietly.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
136,"If you wish to enter, please do so quietly.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
137,"Reporting restrictions lifted.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
138,"Please switch off mobile phones.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
139,"Food and drink must not be consumed in the courtrooms.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
140,"Bench warrant in progress.",14,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
221,"Reporting restrictions. For details please see Court Manager.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
222,"In chambers, no entry.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
223,"Members of the public are requested not to enter.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
224,"TV link in progress - please enter quietly.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
225,"Video being played - please enter quietly.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
226,"If you wish to enter, please do so quietly.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
227,"Reporting restrictions lifted.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
228,"Please switch off mobile phones.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
229,"Food and drink must not be consumed in the courtrooms.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
230,"Bench warrant in progress.",23,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
421,"Reporting restrictions. For details please see Court Manager.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
422,"In chambers, no entry.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
423,"Members of the public are requested not to enter.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
424,"TV link in progress - please enter quietly.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
425,"Video being played - please enter quietly.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
426,"If you wish to enter, please do so quietly.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
427,"Reporting restrictions lifted.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
428,"Please switch off mobile phones.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
429,"Food and drink must not be consumed in the courtrooms.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
430,"Bench warrant in progress.",43,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
151,"Reporting restrictions. For details please see Court Manager.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
152,"In chambers, no entry.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
153,"Members of the public are requested not to enter.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
154,"TV link in progress - please enter quietly.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
155,"Video being played - please enter quietly.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
156,"If you wish to enter, please do so quietly.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
157,"Reporting restrictions lifted.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
158,"Please switch off mobile phones.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
159,"Food and drink must not be consumed in the courtrooms.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
160,"Bench warrant in progress.",16,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
561,"Reporting restrictions. For details please see Court Manager.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
562,"In chambers, no entry.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
563,"Members of the public are requested not to enter.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
564,"TV link in progress - please enter quietly.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
565,"Video being played - please enter quietly.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
566,"If you wish to enter, please do so quietly.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
567,"Reporting restrictions lifted.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
568,"Please switch off mobile phones.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
569,"Food and drink must not be consumed in the courtrooms.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
570,"Bench warrant in progress.",57,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
101,"Reporting restrictions. For details please see Court Manager.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
102,"In chambers, no entry.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
103,"Members of the public are requested not to enter.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
104,"TV link in progress - please enter quietly.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
105,"Video being played - please enter quietly.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
106,"If you wish to enter, please do so quietly.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
107,"Reporting restrictions lifted.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
108,"Please switch off mobile phones.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
109,"Food and drink must not be consumed in the courtrooms.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
110,"Bench warrant in progress.",11,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
141,"Reporting restrictions. For details please see Court Manager.",15,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
142,"In chambers, no entry.",15,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
143,"Members of the public are requested not to enter.",15,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
144,"TV link in progress - please enter quietly.",15,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
383,"Members of the public are requested not to enter.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
384,"TV link in progress - please enter quietly.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
385,"Video being played - please enter quietly.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
386,"If you wish to enter, please do so quietly.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
387,"Reporting restrictions lifted.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
388,"Please switch off mobile phones.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
389,"Food and drink must not be consumed in the courtrooms.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
390,"Bench warrant in progress.",39,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
501,"Reporting restrictions. For details please see Court Manager.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
502,"In chambers, no entry.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
801,"Reporting restrictions. For details please see Court Manager.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
802,"In chambers, no entry.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
803,"Members of the public are requested not to enter.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
804,"TV link in progress - please enter quietly.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
805,"Video being played - please enter quietly.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
806,"If you wish to enter, please do so quietly.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
807,"Reporting restrictions lifted.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
808,"Please switch off mobile phones.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
809,"Food and drink must not be consumed in the courtrooms.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
810,"Bench warrant in progress.",81,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
503,"Members of the public are requested not to enter.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
504,"TV link in progress - please enter quietly.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
505,"Video being played - please enter quietly.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
506,"If you wish to enter, please do so quietly.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
507,"Reporting restrictions lifted.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
508,"Please switch off mobile phones.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
509,"Food and drink must not be consumed in the courtrooms.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
510,"Bench warrant in progress.",51,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
581,"Reporting restrictions. For details please see Court Manager.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
582,"In chambers, no entry.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
583,"Members of the public are requested not to enter.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
584,"TV link in progress - please enter quietly.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
585,"Video being played - please enter quietly.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
586,"If you wish to enter, please do so quietly.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
587,"Reporting restrictions lifted.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
588,"Please switch off mobile phones.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
589,"Food and drink must not be consumed in the courtrooms.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
590,"Bench warrant in progress.",59,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
591,"Reporting restrictions. For details please see Court Manager.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
592,"In chambers, no entry.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
593,"Members of the public are requested not to enter.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
594,"TV link in progress - please enter quietly.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,400
595,"Video being played - please enter quietly.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,500
596,"If you wish to enter, please do so quietly.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,600
597,"Reporting restrictions lifted.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,700
598,"Please switch off mobile phones.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,800
599,"Food and drink must not be consumed in the courtrooms.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,900
600,"Bench warrant in progress.",60,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,1000
41,"Reporting restrictions. For details please see Court Manager.",5,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,100
42,"In chambers, no entry.",5,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,200
43,"Members of the public are requested not to enter.",5,01-APR-09 15:27:30,01-APR-09 15:27:30,"XHIBIT","XHIBIT",1,300
